453.227753,112.164238,-131.961609;453.227753,59.776348,-131.961609;437.952484,112.164238,-122.492706;437.952484,59.776348,-122.492706;437.952484,112.164238,-122.492706;437.952484,59.776348,-122.492706;422.677185,112.164238,-131.961609;422.677185,59.776348,-131.961609;422.677185,112.164238,-131.961609;422.677185,59.776348,-131.961609;453.227753,112.164238,-131.961609;453.227753,59.776348,-131.961609;453.227753,112.164238,-131.961609;437.952484,112.164238,-122.492706;422.677185,112.164238,-131.961609;453.227753,59.776348,-131.961609;437.952484,59.776348,-122.492706;422.677185,59.776348,-131.961609;
413.759033,112.164238,-131.961609;413.759033,59.776348,-131.961609;398.483734,112.164238,-122.492706;398.483734,59.776348,-122.492706;398.483734,112.164238,-122.492706;398.483734,59.776348,-122.492706;383.208466,112.164238,-131.961609;383.208466,59.776348,-131.961609;383.208466,112.164238,-131.961609;383.208466,59.776348,-131.961609;413.759033,112.164238,-131.961609;413.759033,59.776348,-131.961609;413.759033,112.164238,-131.961609;398.483734,112.164238,-122.492706;383.208466,112.164238,-131.961609;413.759033,59.776348,-131.961609;398.483734,59.776348,-122.492706;383.208466,59.776348,-131.961609;
374.290314,112.164238,-131.961609;374.290314,59.776348,-131.961609;359.015045,112.164238,-122.492706;359.015045,59.776348,-122.492706;359.015045,112.164238,-122.492706;359.015045,59.776348,-122.492706;343.739746,112.164238,-131.961609;343.739746,59.776348,-131.961609;343.739746,112.164238,-131.961609;343.739746,59.776348,-131.961609;374.290314,112.164238,-131.961609;374.290314,59.776348,-131.961609;374.290314,112.164238,-131.961609;359.015045,112.164238,-122.492706;343.739746,112.164238,-131.961609;374.290314,59.776348,-131.961609;359.015045,59.776348,-122.492706;343.739746,59.776348,-131.961609;
334.821625,112.164238,-131.961609;334.821625,59.776348,-131.961609;319.546326,112.164238,-122.492706;319.546326,59.776348,-122.492706;319.546326,112.164238,-122.492706;319.546326,59.776348,-122.492706;304.271027,112.164238,-131.961609;304.271027,59.776348,-131.961609;304.271027,112.164238,-131.961609;304.271027,59.776348,-131.961609;334.821625,112.164238,-131.961609;334.821625,59.776348,-131.961609;334.821625,112.164238,-131.961609;319.546326,112.164238,-122.492706;304.271027,112.164238,-131.961609;334.821625,59.776348,-131.961609;319.546326,59.776348,-122.492706;304.271027,59.776348,-131.961609;
663.282654,347.694519,-131.961609;663.282654,295.30661,-131.961609;648.007324,347.694519,-122.492706;648.007324,295.30661,-122.492706;648.007324,347.694519,-122.492706;648.007324,295.30661,-122.492706;632.732056,347.694519,-131.961609;632.732056,295.30661,-131.961609;632.732056,347.694519,-131.961609;632.732056,295.30661,-131.961609;663.282654,347.694519,-131.961609;663.282654,295.30661,-131.961609;663.282654,347.694519,-131.961609;648.007324,347.694519,-122.492706;632.732056,347.694519,-131.961609;663.282654,295.30661,-131.961609;648.007324,295.30661,-122.492706;632.732056,295.30661,-131.961609;
623.813904,347.694519,-131.961609;623.813904,295.30661,-131.961609;608.538635,347.694519,-122.492706;608.538635,295.30661,-122.492706;608.538635,347.694519,-122.492706;608.538635,295.30661,-122.492706;593.263367,347.694519,-131.961609;593.263367,295.30661,-131.961609;593.263367,347.694519,-131.961609;593.263367,295.30661,-131.961609;623.813904,347.694519,-131.961609;623.813904,295.30661,-131.961609;623.813904,347.694519,-131.961609;608.538635,347.694519,-122.492706;593.263367,347.694519,-131.961609;623.813904,295.30661,-131.961609;608.538635,295.30661,-122.492706;593.263367,295.30661,-131.961609;
584.345215,347.694519,-131.961609;584.345215,295.30661,-131.961609;569.069946,347.694519,-122.492706;569.069946,295.30661,-122.492706;569.069946,347.694519,-122.492706;569.069946,295.30661,-122.492706;553.794678,347.694519,-131.961609;553.794678,295.30661,-131.961609;553.794678,347.694519,-131.961609;553.794678,295.30661,-131.961609;584.345215,347.694519,-131.961609;584.345215,295.30661,-131.961609;584.345215,347.694519,-131.961609;569.069946,347.694519,-122.492706;553.794678,347.694519,-131.961609;584.345215,295.30661,-131.961609;569.069946,295.30661,-122.492706;553.794678,295.30661,-131.961609;
544.876526,347.694519,-131.961609;544.876526,295.30661,-131.961609;529.601196,347.694519,-122.492706;529.601196,295.30661,-122.492706;529.601196,347.694519,-122.492706;529.601196,295.30661,-122.492706;514.325928,347.694519,-131.961609;514.325928,295.30661,-131.961609;514.325928,347.694519,-131.961609;514.325928,295.30661,-131.961609;544.876526,347.694519,-131.961609;544.876526,295.30661,-131.961609;544.876526,347.694519,-131.961609;529.601196,347.694519,-122.492706;514.325928,347.694519,-131.961609;544.876526,295.30661,-131.961609;529.601196,295.30661,-122.492706;514.325928,295.30661,-131.961609;
663.282654,280.20816,-131.961609;663.282654,227.820251,-131.961609;648.007324,280.20816,-122.492706;648.007324,227.820251,-122.492706;648.007324,280.20816,-122.492706;648.007324,227.820251,-122.492706;632.732056,280.20816,-131.961609;632.732056,227.820251,-131.961609;632.732056,280.20816,-131.961609;632.732056,227.820251,-131.961609;663.282654,280.20816,-131.961609;663.282654,227.820251,-131.961609;663.282654,280.20816,-131.961609;648.007324,280.20816,-122.492706;632.732056,280.20816,-131.961609;663.282654,227.820251,-131.961609;648.007324,227.820251,-122.492706;632.732056,227.820251,-131.961609;
623.813904,280.20816,-131.961609;623.813904,227.820251,-131.961609;608.538635,280.20816,-122.492706;608.538635,227.820251,-122.492706;608.538635,280.20816,-122.492706;608.538635,227.820251,-122.492706;593.263367,280.20816,-131.961609;593.263367,227.820251,-131.961609;593.263367,280.20816,-131.961609;593.263367,227.820251,-131.961609;623.813904,280.20816,-131.961609;623.813904,227.820251,-131.961609;623.813904,280.20816,-131.961609;608.538635,280.20816,-122.492706;593.263367,280.20816,-131.961609;623.813904,227.820251,-131.961609;608.538635,227.820251,-122.492706;593.263367,227.820251,-131.961609;
584.345215,280.20816,-131.961609;584.345215,227.820251,-131.961609;569.069946,280.20816,-122.492706;569.069946,227.820251,-122.492706;569.069946,280.20816,-122.492706;569.069946,227.820251,-122.492706;553.794678,280.20816,-131.961609;553.794678,227.820251,-131.961609;553.794678,280.20816,-131.961609;553.794678,227.820251,-131.961609;584.345215,280.20816,-131.961609;584.345215,227.820251,-131.961609;584.345215,280.20816,-131.961609;569.069946,280.20816,-122.492706;553.794678,280.20816,-131.961609;584.345215,227.820251,-131.961609;569.069946,227.820251,-122.492706;553.794678,227.820251,-131.961609;
544.876526,280.20816,-131.961609;544.876526,227.820251,-131.961609;529.601196,280.20816,-122.492706;529.601196,227.820251,-122.492706;529.601196,280.20816,-122.492706;529.601196,227.820251,-122.492706;514.325928,280.20816,-131.961609;514.325928,227.820251,-131.961609;514.325928,280.20816,-131.961609;514.325928,227.820251,-131.961609;544.876526,280.20816,-131.961609;544.876526,227.820251,-131.961609;544.876526,280.20816,-131.961609;529.601196,280.20816,-122.492706;514.325928,280.20816,-131.961609;544.876526,227.820251,-131.961609;529.601196,227.820251,-122.492706;514.325928,227.820251,-131.961609;
98.323242,246.599365,-95.395218;98.323242,194.211472,-95.395218;83.047913,246.599365,-85.926331;83.047913,194.211472,-85.926331;83.047913,246.599365,-85.926331;83.047913,194.211472,-85.926331;67.772644,246.599365,-95.395218;67.772644,194.211472,-95.395218;67.772644,246.599365,-95.395218;67.772644,194.211472,-95.395218;98.323242,246.599365,-95.395218;98.323242,194.211472,-95.395218;98.323242,246.599365,-95.395218;83.047913,246.599365,-85.926331;67.772644,246.599365,-95.395218;98.323242,194.211472,-95.395218;83.047913,194.211472,-85.926331;67.772644,194.211472,-95.395218;
137.791931,246.599365,-95.395218;137.791931,194.211472,-95.395218;122.516663,246.599365,-85.926331;122.516663,194.211472,-85.926331;122.516663,246.599365,-85.926331;122.516663,194.211472,-85.926331;107.241333,246.599365,-95.395218;107.241333,194.211472,-95.395218;107.241333,246.599365,-95.395218;107.241333,194.211472,-95.395218;137.791931,246.599365,-95.395218;137.791931,194.211472,-95.395218;137.791931,246.599365,-95.395218;122.516663,246.599365,-85.926331;107.241333,246.599365,-95.395218;137.791931,194.211472,-95.395218;122.516663,194.211472,-85.926331;107.241333,194.211472,-95.395218;
177.26062,246.599365,-95.395218;177.26062,194.211472,-95.395218;161.985352,246.599365,-85.926331;161.985352,194.211472,-85.926331;161.985352,246.599365,-85.926331;161.985352,194.211472,-85.926331;146.710083,246.599365,-95.395218;146.710083,194.211472,-95.395218;146.710083,246.599365,-95.395218;146.710083,194.211472,-95.395218;177.26062,246.599365,-95.395218;177.26062,194.211472,-95.395218;177.26062,246.599365,-95.395218;161.985352,246.599365,-85.926331;146.710083,246.599365,-95.395218;177.26062,194.211472,-95.395218;161.985352,194.211472,-85.926331;146.710083,194.211472,-95.395218;
216.72937,246.599365,-95.395218;216.72937,194.211472,-95.395218;201.454102,246.599365,-85.926331;201.454102,194.211472,-85.926331;201.454102,246.599365,-85.926331;201.454102,194.211472,-85.926331;186.178772,246.599365,-95.395218;186.178772,194.211472,-95.395218;186.178772,246.599365,-95.395218;186.178772,194.211472,-95.395218;216.72937,246.599365,-95.395218;216.72937,194.211472,-95.395218;216.72937,246.599365,-95.395218;201.454102,246.599365,-85.926331;186.178772,246.599365,-95.395218;216.72937,194.211472,-95.395218;201.454102,194.211472,-85.926331;186.178772,194.211472,-95.395218;
98.323242,314.085724,-95.395218;98.323242,261.697845,-95.395218;83.047913,314.085724,-85.926331;83.047913,261.697845,-85.926331;83.047913,314.085724,-85.926331;83.047913,261.697845,-85.926331;67.772644,314.085724,-95.395218;67.772644,261.697845,-95.395218;67.772644,314.085724,-95.395218;67.772644,261.697845,-95.395218;98.323242,314.085724,-95.395218;98.323242,261.697845,-95.395218;98.323242,314.085724,-95.395218;83.047913,314.085724,-85.926331;67.772644,314.085724,-95.395218;98.323242,261.697845,-95.395218;83.047913,261.697845,-85.926331;67.772644,261.697845,-95.395218;
137.791931,314.085724,-95.395218;137.791931,261.697845,-95.395218;122.516663,314.085724,-85.926331;122.516663,261.697845,-85.926331;122.516663,314.085724,-85.926331;122.516663,261.697845,-85.926331;107.241333,314.085724,-95.395218;107.241333,261.697845,-95.395218;107.241333,314.085724,-95.395218;107.241333,261.697845,-95.395218;137.791931,314.085724,-95.395218;137.791931,261.697845,-95.395218;137.791931,314.085724,-95.395218;122.516663,314.085724,-85.926331;107.241333,314.085724,-95.395218;137.791931,261.697845,-95.395218;122.516663,261.697845,-85.926331;107.241333,261.697845,-95.395218;
177.26062,314.085724,-95.395218;177.26062,261.697845,-95.395218;161.985352,314.085724,-85.926331;161.985352,261.697845,-85.926331;161.985352,314.085724,-85.926331;161.985352,261.697845,-85.926331;146.710083,314.085724,-95.395218;146.710083,261.697845,-95.395218;146.710083,314.085724,-95.395218;146.710083,261.697845,-95.395218;177.26062,314.085724,-95.395218;177.26062,261.697845,-95.395218;177.26062,314.085724,-95.395218;161.985352,314.085724,-85.926331;146.710083,314.085724,-95.395218;177.26062,261.697845,-95.395218;161.985352,261.697845,-85.926331;146.710083,261.697845,-95.395218;
216.72937,314.085724,-95.395218;216.72937,261.697845,-95.395218;201.454102,314.085724,-85.926331;201.454102,261.697845,-85.926331;201.454102,314.085724,-85.926331;201.454102,261.697845,-85.926331;186.178772,314.085724,-95.395218;186.178772,261.697845,-95.395218;186.178772,314.085724,-95.395218;186.178772,261.697845,-95.395218;216.72937,314.085724,-95.395218;216.72937,261.697845,-95.395218;216.72937,314.085724,-95.395218;201.454102,314.085724,-85.926331;186.178772,314.085724,-95.395218;216.72937,261.697845,-95.395218;201.454102,261.697845,-85.926331;186.178772,261.697845,-95.395218;
98.323242,-5.466493,-95.395218;98.323242,-57.854385,-95.395218;83.047913,-5.466493,-85.926331;83.047913,-57.854385,-85.926331;83.047913,-5.466493,-85.926331;83.047913,-57.854385,-85.926331;67.772644,-5.466493,-95.395218;67.772644,-57.854385,-95.395218;67.772644,-5.466493,-95.395218;67.772644,-57.854385,-95.395218;98.323242,-5.466493,-95.395218;98.323242,-57.854385,-95.395218;98.323242,-5.466493,-95.395218;83.047913,-5.466493,-85.926331;67.772644,-5.466493,-95.395218;98.323242,-57.854385,-95.395218;83.047913,-57.854385,-85.926331;67.772644,-57.854385,-95.395218;
137.791931,-5.466493,-95.395218;137.791931,-57.854385,-95.395218;122.516663,-5.466493,-85.926331;122.516663,-57.854385,-85.926331;122.516663,-5.466493,-85.926331;122.516663,-57.854385,-85.926331;107.241333,-5.466493,-95.395218;107.241333,-57.854385,-95.395218;107.241333,-5.466493,-95.395218;107.241333,-57.854385,-95.395218;137.791931,-5.466493,-95.395218;137.791931,-57.854385,-95.395218;137.791931,-5.466493,-95.395218;122.516663,-5.466493,-85.926331;107.241333,-5.466493,-95.395218;137.791931,-57.854385,-95.395218;122.516663,-57.854385,-85.926331;107.241333,-57.854385,-95.395218;
177.26062,-5.466493,-95.395218;177.26062,-57.854385,-95.395218;161.985352,-5.466493,-85.926331;161.985352,-57.854385,-85.926331;161.985352,-5.466493,-85.926331;161.985352,-57.854385,-85.926331;146.710083,-5.466493,-95.395218;146.710083,-57.854385,-95.395218;146.710083,-5.466493,-95.395218;146.710083,-57.854385,-95.395218;177.26062,-5.466493,-95.395218;177.26062,-57.854385,-95.395218;177.26062,-5.466493,-95.395218;161.985352,-5.466493,-85.926331;146.710083,-5.466493,-95.395218;177.26062,-57.854385,-95.395218;161.985352,-57.854385,-85.926331;146.710083,-57.854385,-95.395218;
216.72937,-5.466493,-95.395218;216.72937,-57.854385,-95.395218;201.454102,-5.466493,-85.926331;201.454102,-57.854385,-85.926331;201.454102,-5.466493,-85.926331;201.454102,-57.854385,-85.926331;186.178772,-5.466493,-95.395218;186.178772,-57.854385,-95.395218;186.178772,-5.466493,-95.395218;186.178772,-57.854385,-95.395218;216.72937,-5.466493,-95.395218;216.72937,-57.854385,-95.395218;216.72937,-5.466493,-95.395218;201.454102,-5.466493,-85.926331;186.178772,-5.466493,-95.395218;216.72937,-57.854385,-95.395218;201.454102,-57.854385,-85.926331;186.178772,-57.854385,-95.395218;
98.323242,62.019875,-95.395218;98.323242,9.63198,-95.395218;83.047913,62.019875,-85.926331;83.047913,9.63198,-85.926331;83.047913,62.019875,-85.926331;83.047913,9.63198,-85.926331;67.772644,62.019875,-95.395218;67.772644,9.63198,-95.395218;67.772644,62.019875,-95.395218;67.772644,9.63198,-95.395218;98.323242,62.019875,-95.395218;98.323242,9.63198,-95.395218;98.323242,62.019875,-95.395218;83.047913,62.019875,-85.926331;67.772644,62.019875,-95.395218;98.323242,9.63198,-95.395218;83.047913,9.63198,-85.926331;67.772644,9.63198,-95.395218;
137.791931,62.019875,-95.395218;137.791931,9.63198,-95.395218;122.516663,62.019875,-85.926331;122.516663,9.63198,-85.926331;122.516663,62.019875,-85.926331;122.516663,9.63198,-85.926331;107.241333,62.019875,-95.395218;107.241333,9.63198,-95.395218;107.241333,62.019875,-95.395218;107.241333,9.63198,-95.395218;137.791931,62.019875,-95.395218;137.791931,9.63198,-95.395218;137.791931,62.019875,-95.395218;122.516663,62.019875,-85.926331;107.241333,62.019875,-95.395218;137.791931,9.63198,-95.395218;122.516663,9.63198,-85.926331;107.241333,9.63198,-95.395218;
177.26062,62.019875,-95.395218;177.26062,9.63198,-95.395218;161.985352,62.019875,-85.926331;161.985352,9.63198,-85.926331;161.985352,62.019875,-85.926331;161.985352,9.63198,-85.926331;146.710083,62.019875,-95.395218;146.710083,9.63198,-95.395218;146.710083,62.019875,-95.395218;146.710083,9.63198,-95.395218;177.26062,62.019875,-95.395218;177.26062,9.63198,-95.395218;177.26062,62.019875,-95.395218;161.985352,62.019875,-85.926331;146.710083,62.019875,-95.395218;177.26062,9.63198,-95.395218;161.985352,9.63198,-85.926331;146.710083,9.63198,-95.395218;
