-240.879654,61.175022,-342.411804;-299.796417,61.175022,-342.411804;-299.796417,-48.389503,-291.774994;-240.879654,-48.389503,-295.06311;-241.435394,52.269562,-362.327454;-300.352173,52.269562,-362.327454;-300.352173,-57.29496,-311.690643;-241.435394,-57.29496,-314.978729;-240.879654,61.175022,-342.411804;-299.796417,61.175022,-342.411804;-299.796417,61.175022,-342.411804;-299.796417,-48.389503,-291.774994;-299.796417,-48.389503,-291.774994;-240.879654,-48.389503,-295.06311;-240.879654,-48.389503,-295.06311;-240.879654,61.175022,-342.411804;
-240.879654,170.739548,-389.760529;-299.796417,170.739548,-393.048615;-299.796417,61.175022,-342.411804;-240.879654,61.175022,-342.411804;-240.323929,161.834076,-409.676147;-299.240692,161.834076,-412.964264;-299.240692,52.269562,-362.327454;-240.323929,52.269562,-362.327454;-240.879654,170.739548,-389.760529;-299.796417,170.739548,-393.048615;-299.796417,170.739548,-393.048615;-299.796417,61.175022,-342.411804;-299.796417,61.175022,-342.411804;-240.879654,61.175022,-342.411804;-240.879654,61.175022,-342.411804;-240.879654,170.739548,-389.760529;
-240.879654,225.52179,-411.545959;-299.796417,225.52179,-416.346954;-299.796417,170.739548,-393.048615;-240.879654,170.739548,-389.760529;-239.497025,217.234207,-431.686798;-298.413788,217.234207,-436.487793;-298.413788,162.451965,-413.189453;-239.497025,162.451965,-409.901367;-240.879654,225.52179,-411.545959;-299.796417,225.52179,-416.346954;-299.796417,225.52179,-416.346954;-299.796417,170.739548,-393.048615;-299.796417,170.739548,-393.048615;-240.879654,170.739548,-389.760529;-240.879654,170.739548,-389.760529;-240.879654,225.52179,-411.545959;
-240.879654,280.304077,-431.064728;-299.796417,280.304077,-437.221161;-299.796417,225.52179,-416.346954;-240.879654,225.52179,-411.545959;-238.982788,272.783783,-451.463165;-297.899567,272.783783,-457.619598;-297.899567,218.001541,-436.745392;-238.982788,218.001541,-431.944427;-240.879654,280.304077,-431.064728;-299.796417,280.304077,-437.221161;-299.796417,280.304077,-437.221161;-299.796417,225.52179,-416.346954;-299.796417,225.52179,-416.346954;-240.879654,225.52179,-411.545959;-240.879654,225.52179,-411.545959;-240.879654,280.304077,-431.064728;
-240.879654,335.086334,-447.561218;-299.796417,335.086334,-454.863251;-299.796417,280.304077,-437.221161;-240.879654,280.304077,-431.064728;-238.513977,328.63269,-468.27359;-297.430756,328.63269,-475.575653;-297.430756,273.850433,-457.933563;-238.513977,273.850433,-451.7771;-240.879654,335.086334,-447.561218;-299.796417,335.086334,-454.863251;-299.796417,335.086334,-454.863251;-299.796417,280.304077,-437.221161;-299.796417,280.304077,-437.221161;-240.879654,280.304077,-431.064728;-240.879654,280.304077,-431.064728;-240.879654,335.086334,-447.561218;
-240.879654,389.868591,-460.279877;-299.796417,389.868591,-468.465179;-299.796417,335.086334,-454.863251;-240.879654,335.086334,-447.561218;-238.113205,384.812195,-481.328125;-297.029968,384.812195,-489.513397;-297.029968,330.029938,-475.911499;-238.113205,330.029938,-468.609467;-240.879654,389.868591,-460.279877;-299.796417,389.868591,-468.465179;-299.796417,389.868591,-468.465179;-299.796417,335.086334,-454.863251;-299.796417,335.086334,-454.863251;-240.879654,335.086334,-447.561218;-240.879654,335.086334,-447.561218;-240.879654,389.868591,-460.279877;
-240.879654,444.650879,-468.465179;-299.796417,444.650879,-477.218872;-299.796417,389.868591,-468.465179;-240.879654,389.868591,-460.279877;-237.810165,441.349701,-489.817657;-296.726929,441.349701,-498.571381;-296.726929,386.567444,-489.817657;-237.810165,386.567444,-481.632385;-240.879654,444.650879,-468.465179;-299.796417,444.650879,-477.218872;-299.796417,444.650879,-477.218872;-299.796417,389.868591,-468.465179;-299.796417,389.868591,-468.465179;-240.879654,389.868591,-460.279877;-240.879654,389.868591,-460.279877;-240.879654,444.650879,-468.465179;
-240.879654,499.433136,-471.361511;-299.796417,499.433136,-480.316345;-299.796417,444.650879,-477.218872;-240.879654,444.650879,-468.465179;-237.641144,498.254303,-492.910767;-296.557922,498.254303,-501.865601;-296.557922,443.471985,-498.768158;-237.641144,443.471985,-490.014435;-240.879654,499.433136,-471.361511;-299.796417,499.433136,-480.316345;-299.796417,499.433136,-480.316345;-299.796417,444.650879,-477.218872;-299.796417,444.650879,-477.218872;-240.879654,444.650879,-468.465179;-240.879654,444.650879,-468.465179;-240.879654,499.433136,-471.361511;
-181.962891,-322.300812,-229.960373;-240.879654,-322.300812,-216.358444;-240.879654,-377.083038,-213.462112;-181.962891,-377.083038,-227.376572;-186.919617,-323.362457,-251.1866;-245.836395,-323.362457,-237.584671;-245.836395,-378.144684,-234.688339;-186.919617,-378.144684,-248.602798;-181.962891,-322.300812,-229.960373;-240.879654,-322.300812,-216.358444;-240.879654,-322.300812,-216.358444;-240.879654,-377.083038,-213.462112;-240.879654,-377.083038,-213.462112;-181.962891,-377.083038,-227.376572;-181.962891,-377.083038,-227.376572;-181.962891,-322.300812,-229.960373;
-181.962891,-267.518555,-237.262405;-240.879654,-267.518555,-224.543716;-240.879654,-322.300812,-216.358444;-181.962891,-322.300812,-229.960373;-186.675674,-270.500854,-258.36084;-245.592438,-270.500854,-245.642136;-245.592438,-325.283142,-237.456863;-186.675674,-325.283142,-251.058792;-181.962891,-267.518555,-237.262405;-240.879654,-267.518555,-224.543716;-240.879654,-267.518555,-224.543716;-240.879654,-322.300812,-216.358444;-240.879654,-322.300812,-216.358444;-181.962891,-322.300812,-229.960373;-181.962891,-322.300812,-229.960373;-181.962891,-267.518555,-237.262405;
-181.962891,-212.736282,-248.608658;-240.879654,-212.736282,-237.262405;-240.879654,-267.518555,-224.543716;-181.962891,-267.518555,-237.262405;-186.231918,-217.32753,-269.511902;-245.148682,-217.32753,-258.165649;-245.148682,-272.109772,-245.446945;-186.231918,-272.109772,-258.165649;-181.962891,-212.736282,-248.608658;-240.879654,-212.736282,-237.262405;-240.879654,-212.736282,-237.262405;-240.879654,-267.518555,-224.543716;-240.879654,-267.518555,-224.543716;-181.962891,-267.518555,-237.262405;-181.962891,-267.518555,-237.262405;-181.962891,-212.736282,-248.608658;
-181.962891,-157.954025,-263.325073;-240.879654,-157.954025,-253.758881;-240.879654,-212.736282,-237.262405;-181.962891,-212.736282,-248.608658;-185.634628,-163.847916,-284.013947;-244.551407,-163.847916,-274.447754;-244.551407,-218.630173,-257.951263;-185.634628,-218.630173,-269.297516;-181.962891,-157.954025,-263.325073;-240.879654,-157.954025,-253.758881;-240.879654,-157.954025,-253.758881;-240.879654,-212.736282,-237.262405;-240.879654,-212.736282,-237.262405;-181.962891,-212.736282,-248.608658;-181.962891,-212.736282,-248.608658;-181.962891,-157.954025,-263.325073;
-181.962891,-103.171761,-280.73764;-240.879654,-103.171761,-273.277649;-240.879654,-157.954025,-253.758881;-181.962891,-157.954025,-263.325073;-184.92337,-110.07798,-301.226379;-243.840149,-110.07798,-293.766388;-243.840149,-164.860275,-274.24762;-184.92337,-164.860275,-283.813812;-181.962891,-103.171761,-280.73764;-240.879654,-103.171761,-273.277649;-240.879654,-103.171761,-273.277649;-240.879654,-157.954025,-253.758881;-240.879654,-157.954025,-253.758881;-181.962891,-157.954025,-263.325073;-181.962891,-157.954025,-263.325073;-181.962891,-103.171761,-280.73764;
-181.962891,-48.389503,-300.172302;-240.879654,-48.389503,-295.06311;-240.879654,-103.171761,-273.277649;-181.962891,-103.171761,-280.73764;-184.130875,-56.035896,-320.496704;-243.047638,-56.035896,-315.387482;-243.047638,-110.818153,-293.602051;-184.130875,-110.818153,-301.062042;-181.962891,-48.389503,-300.172302;-240.879654,-48.389503,-295.06311;-240.879654,-48.389503,-295.06311;-240.879654,-103.171761,-273.277649;-240.879654,-103.171761,-273.277649;-181.962891,-103.171761,-280.73764;-181.962891,-103.171761,-280.73764;-181.962891,-48.389503,-300.172302;
-181.962891,61.175022,-342.411804;-240.879654,61.175022,-342.411804;-240.879654,-48.389503,-295.06311;-181.962891,-48.389503,-300.172302;-182.838058,52.923092,-362.595703;-241.754822,52.923092,-362.595703;-241.754822,-56.641426,-315.246979;-182.838058,-56.641426,-320.356171;-181.962891,61.175022,-342.411804;-240.879654,61.175022,-342.411804;-240.879654,61.175022,-342.411804;-240.879654,-48.389503,-295.06311;-240.879654,-48.389503,-295.06311;-181.962891,-48.389503,-300.172302;-181.962891,-48.389503,-300.172302;-181.962891,61.175022,-342.411804;
-181.962891,170.739548,-384.651306;-240.879654,170.739548,-389.760529;-240.879654,61.175022,-342.411804;-181.962891,61.175022,-342.411804;-181.087723,162.487625,-404.835175;-240.004501,162.487625,-409.944397;-240.004501,52.923096,-362.595703;-181.087723,52.923096,-362.595703;-181.962891,170.739548,-384.651306;-240.879654,170.739548,-389.760529;-240.879654,170.739548,-389.760529;-240.879654,61.175022,-342.411804;-240.879654,61.175022,-342.411804;-181.962891,61.175022,-342.411804;-181.962891,61.175022,-342.411804;-181.962891,170.739548,-384.651306;
-181.962891,225.52179,-404.085968;-240.879654,225.52179,-411.545959;-240.879654,170.739548,-389.760529;-181.962891,170.739548,-384.651306;-179.794907,217.875397,-424.41037;-238.71167,217.875397,-431.870361;-238.71167,163.09314,-410.08493;-179.794907,163.09314,-404.975708;-181.962891,225.52179,-404.085968;-240.879654,225.52179,-411.545959;-240.879654,225.52179,-411.545959;-240.879654,170.739548,-389.760529;-240.879654,170.739548,-389.760529;-181.962891,170.739548,-384.651306;-181.962891,170.739548,-384.651306;-181.962891,225.52179,-404.085968;
-181.962891,280.304077,-421.498535;-240.879654,280.304077,-431.064728;-240.879654,225.52179,-411.545959;-181.962891,225.52179,-404.085968;-179.002411,273.397827,-441.987274;-237.919174,273.397827,-451.553467;-237.919174,218.615585,-432.034698;-179.002411,218.615585,-424.574707;-181.962891,280.304077,-421.498535;-240.879654,280.304077,-431.064728;-240.879654,280.304077,-431.064728;-240.879654,225.52179,-411.545959;-240.879654,225.52179,-411.545959;-181.962891,225.52179,-404.085968;-181.962891,225.52179,-404.085968;-181.962891,280.304077,-421.498535;
-181.962891,335.086334,-436.214966;-240.879654,335.086334,-447.561218;-240.879654,280.304077,-431.064728;-181.962891,280.304077,-421.498535;-178.291138,329.192444,-456.903839;-237.207916,329.192444,-468.250092;-237.207916,274.410187,-451.753601;-178.291138,274.410187,-442.187408;-181.962891,335.086334,-436.214966;-240.879654,335.086334,-447.561218;-240.879654,335.086334,-447.561218;-240.879654,280.304077,-431.064728;-240.879654,280.304077,-431.064728;-181.962891,280.304077,-421.498535;-181.962891,280.304077,-421.498535;-181.962891,335.086334,-436.214966;
-181.962891,389.868591,-447.561218;-240.879654,389.868591,-460.279877;-240.879654,335.086334,-447.561218;-181.962891,335.086334,-436.214966;-177.693863,385.277344,-468.464447;-236.610626,385.277344,-481.183105;-236.610626,330.495117,-468.464447;-177.693863,330.495117,-457.118195;-181.962891,389.868591,-447.561218;-240.879654,389.868591,-460.279877;-240.879654,389.868591,-460.279877;-240.879654,335.086334,-447.561218;-240.879654,335.086334,-447.561218;-181.962891,335.086334,-436.214966;-181.962891,335.086334,-436.214966;-181.962891,389.868591,-447.561218;
-181.962891,444.650879,-454.863251;-240.879654,444.650879,-468.465179;-240.879654,389.868591,-460.279877;-181.962891,389.868591,-447.561218;-177.250107,441.668518,-475.9617;-236.166885,441.668518,-489.563599;-236.166885,386.886261,-481.378326;-177.250107,386.886261,-468.659668;-181.962891,444.650879,-454.863251;-240.879654,444.650879,-468.465179;-240.879654,444.650879,-468.465179;-240.879654,389.868591,-460.279877;-240.879654,389.868591,-460.279877;-181.962891,389.868591,-447.561218;-181.962891,389.868591,-447.561218;-181.962891,444.650879,-454.863251;
-181.962891,499.433136,-457.447052;-240.879654,499.433136,-471.361511;-240.879654,444.650879,-468.465179;-181.962891,444.650879,-454.863251;-177.006165,498.37149,-478.673279;-235.922943,498.37149,-492.587708;-235.922943,443.589172,-489.691376;-177.006165,443.589172,-476.089478;-181.962891,499.433136,-457.447052;-240.879654,499.433136,-471.361511;-240.879654,499.433136,-471.361511;-240.879654,444.650879,-468.465179;-240.879654,444.650879,-468.465179;-181.962891,444.650879,-454.863251;-181.962891,444.650879,-454.863251;-181.962891,499.433136,-457.447052;
-123.04612,-322.300812,-247.602432;-181.962891,-322.300812,-229.960373;-181.962891,-377.083038,-227.376572;-123.04612,-377.083038,-245.424011;-129.366653,-323.207825,-268.47052;-188.283432,-323.207825,-250.828445;-188.283432,-377.990051,-248.244644;-129.366653,-377.990051,-266.292084;-123.04612,-322.300812,-247.602432;-181.962891,-322.300812,-229.960373;-181.962891,-322.300812,-229.960373;-181.962891,-377.083038,-227.376572;-181.962891,-377.083038,-227.376572;-123.04612,-377.083038,-245.424011;-123.04612,-377.083038,-245.424011;-123.04612,-322.300812,-247.602432;
-123.04612,-267.518555,-253.758881;-181.962891,-267.518555,-237.262405;-181.962891,-322.300812,-229.960373;-123.04612,-322.300812,-247.602432;-129.077118,-270.075623,-274.575653;-187.993896,-270.075623,-258.079163;-187.993896,-324.85788,-250.777115;-129.077118,-324.85788,-268.41922;-123.04612,-267.518555,-253.758881;-181.962891,-267.518555,-237.262405;-181.962891,-267.518555,-237.262405;-181.962891,-322.300812,-229.960373;-181.962891,-322.300812,-229.960373;-123.04612,-322.300812,-247.602432;-123.04612,-322.300812,-247.602432;-123.04612,-267.518555,-253.758881;
-123.04612,-212.736282,-263.325073;-181.962891,-212.736282,-248.608658;-181.962891,-267.518555,-237.262405;-123.04612,-267.518555,-253.758881;-128.541367,-216.695938,-284.070465;-187.45813,-216.695938,-269.354065;-187.45813,-271.47821,-258.007813;-128.541367,-271.47821,-274.504272;-123.04612,-212.736282,-263.325073;-181.962891,-212.736282,-248.608658;-181.962891,-212.736282,-248.608658;-181.962891,-267.518555,-237.262405;-181.962891,-267.518555,-237.262405;-123.04612,-267.518555,-253.758881;-123.04612,-267.518555,-253.758881;-123.04612,-212.736282,-263.325073;
-123.04612,-157.954025,-275.732697;-181.962891,-157.954025,-263.325073;-181.962891,-212.736282,-248.608658;-123.04612,-212.736282,-263.325073;-127.805008,-163.072098,-296.406525;-186.721786,-163.072098,-283.998932;-186.721786,-217.854355,-269.282501;-127.805008,-217.854355,-283.998932;-123.04612,-157.954025,-275.732697;-181.962891,-157.954025,-263.325073;-181.962891,-157.954025,-263.325073;-181.962891,-212.736282,-248.608658;-181.962891,-212.736282,-248.608658;-123.04612,-212.736282,-263.325073;-123.04612,-212.736282,-263.325073;-123.04612,-157.954025,-275.732697;
-123.04612,-103.171761,-290.413483;-181.962891,-103.171761,-280.73764;-181.962891,-157.954025,-263.325073;-123.04612,-157.954025,-275.732697;-126.909142,-109.209511,-311.025879;-185.825897,-109.209511,-301.350067;-185.825897,-163.991745,-283.9375;-126.909142,-163.991745,-296.345093;-123.04612,-103.171761,-290.413483;-181.962891,-103.171761,-280.73764;-181.962891,-103.171761,-280.73764;-181.962891,-157.954025,-263.325073;-181.962891,-157.954025,-263.325073;-123.04612,-157.954025,-275.732697;-123.04612,-157.954025,-275.732697;-123.04612,-103.171761,-290.413483;
-123.04612,-48.389503,-306.799103;-181.962891,-48.389503,-300.172302;-181.962891,-103.171761,-280.73764;-123.04612,-103.171761,-290.413483;-125.891441,-55.113091,-327.364746;-184.808212,-55.113091,-320.737946;-184.808212,-109.895363,-301.303314;-125.891441,-109.895363,-310.979126;-123.04612,-48.389503,-306.799103;-181.962891,-48.389503,-300.172302;-181.962891,-48.389503,-300.172302;-181.962891,-103.171761,-280.73764;-181.962891,-103.171761,-280.73764;-123.04612,-103.171761,-290.413483;-123.04612,-103.171761,-290.413483;-123.04612,-48.389503,-306.799103;
-123.04612,61.175022,-342.411804;-181.962891,61.175022,-342.411804;-181.962891,-48.389503,-300.172302;-123.04612,-48.389503,-306.799103;-124.200989,53.879326,-362.946838;-183.117752,53.879326,-362.946838;-183.117752,-55.685204,-320.707367;-124.200989,-55.685204,-327.334137;-123.04612,61.175022,-342.411804;-181.962891,61.175022,-342.411804;-181.962891,61.175022,-342.411804;-181.962891,-48.389503,-300.172302;-181.962891,-48.389503,-300.172302;-123.04612,-48.389503,-306.799103;-123.04612,-48.389503,-306.799103;-123.04612,61.175022,-342.411804;
