-123.04612,170.739548,-378.024536;-181.962891,170.739548,-384.651306;-181.962891,61.175022,-342.411804;-123.04612,61.175022,-342.411804;-121.891251,163.443848,-398.55957;-180.808029,163.443848,-405.18634;-180.808029,53.87933,-362.946869;-121.891251,53.87933,-362.946869;-123.04612,170.739548,-378.024536;-181.962891,170.739548,-384.651306;-181.962891,170.739548,-384.651306;-181.962891,61.175022,-342.411804;-181.962891,61.175022,-342.411804;-123.04612,61.175022,-342.411804;-123.04612,61.175022,-342.411804;-123.04612,170.739548,-378.024536;
-123.04612,225.52179,-394.410156;-181.962891,225.52179,-404.085968;-181.962891,170.739548,-384.651306;-123.04612,170.739548,-378.024536;-120.200798,218.798203,-414.9758;-179.117569,218.798203,-424.651642;-179.117569,164.015945,-405.21698;-120.200798,164.015945,-398.590179;-123.04612,225.52179,-394.410156;-181.962891,225.52179,-404.085968;-181.962891,225.52179,-404.085968;-181.962891,170.739548,-384.651306;-181.962891,170.739548,-384.651306;-123.04612,170.739548,-378.024536;-123.04612,170.739548,-378.024536;-123.04612,225.52179,-394.410156;
-123.04612,280.304077,-409.090912;-181.962891,280.304077,-421.498535;-181.962891,225.52179,-404.085968;-123.04612,225.52179,-394.410156;-119.183098,274.266357,-429.703339;-178.099869,274.266357,-442.110962;-178.099869,219.484055,-424.698395;-119.183098,219.484055,-415.022552;-123.04612,280.304077,-409.090912;-181.962891,280.304077,-421.498535;-181.962891,280.304077,-421.498535;-181.962891,225.52179,-404.085968;-181.962891,225.52179,-404.085968;-123.04612,225.52179,-394.410156;-123.04612,225.52179,-394.410156;-123.04612,280.304077,-409.090912;
-123.04612,335.086334,-421.498535;-181.962891,335.086334,-436.214966;-181.962891,280.304077,-421.498535;-123.04612,280.304077,-409.090912;-118.287231,329.968262,-442.172363;-177.203995,329.968262,-456.888794;-177.203995,275.186005,-442.172363;-118.287231,275.186005,-429.76474;-123.04612,335.086334,-421.498535;-181.962891,335.086334,-436.214966;-181.962891,335.086334,-436.214966;-181.962891,280.304077,-421.498535;-181.962891,280.304077,-421.498535;-123.04612,280.304077,-409.090912;-123.04612,280.304077,-409.090912;-123.04612,335.086334,-421.498535;
-123.04612,389.868591,-431.064728;-181.962891,389.868591,-447.561218;-181.962891,335.086334,-436.214966;-123.04612,335.086334,-421.498535;-117.550873,385.908936,-451.81012;-176.467636,385.908936,-468.306641;-176.467636,331.126678,-456.960388;-117.550873,331.126678,-442.243958;-123.04612,389.868591,-431.064728;-181.962891,389.868591,-447.561218;-181.962891,389.868591,-447.561218;-181.962891,335.086334,-436.214966;-181.962891,335.086334,-436.214966;-123.04612,335.086334,-421.498535;-123.04612,335.086334,-421.498535;-123.04612,389.868591,-431.064728;
-123.04612,444.650879,-437.221161;-181.962891,444.650879,-454.863251;-181.962891,389.868591,-447.561218;-123.04612,389.868591,-431.064728;-117.015106,442.093811,-458.037933;-175.931885,442.093811,-475.680023;-175.931885,387.311523,-468.37796;-117.015106,387.311523,-451.88147;-123.04612,444.650879,-437.221161;-181.962891,444.650879,-454.863251;-181.962891,444.650879,-454.863251;-181.962891,389.868591,-447.561218;-181.962891,389.868591,-447.561218;-123.04612,389.868591,-431.064728;-123.04612,389.868591,-431.064728;-123.04612,444.650879,-437.221161;
-123.04612,499.433136,-439.399597;-181.962891,499.433136,-457.447052;-181.962891,444.650879,-454.863251;-123.04612,444.650879,-437.221161;-116.725571,498.526123,-460.2677;-175.642334,498.526123,-478.315125;-175.642334,443.743835,-475.731323;-116.725571,443.743835,-458.089264;-123.04612,499.433136,-439.399597;-181.962891,499.433136,-457.447052;-181.962891,499.433136,-457.447052;-181.962891,444.650879,-454.863251;-181.962891,444.650879,-454.863251;-123.04612,444.650879,-437.221161;-123.04612,444.650879,-437.221161;-123.04612,499.433136,-439.399597;
-64.129356,-322.300812,-268.476685;-123.04612,-322.300812,-247.602432;-123.04612,-377.083038,-245.424011;-64.129356,-377.083038,-266.777863;-71.487541,-323.027374,-289.009033;-130.404312,-323.027374,-268.134796;-130.404312,-377.809601,-265.95636;-71.487541,-377.809601,-287.310211;-64.129356,-322.300812,-268.476685;-123.04612,-322.300812,-247.602432;-123.04612,-322.300812,-247.602432;-123.04612,-377.083038,-245.424011;-123.04612,-377.083038,-245.424011;-64.129356,-377.083038,-266.777863;-64.129356,-377.083038,-266.777863;-64.129356,-322.300812,-268.476685;
-64.129356,-267.518555,-273.277649;-123.04612,-267.518555,-253.758881;-123.04612,-322.300812,-247.602432;-64.129356,-322.300812,-268.476685;-71.174553,-269.573944,-293.829773;-130.091339,-269.573944,-274.311005;-130.091339,-324.356171,-268.154572;-71.174553,-324.356171,-289.028809;-64.129356,-267.518555,-273.277649;-123.04612,-267.518555,-253.758881;-123.04612,-267.518555,-253.758881;-123.04612,-322.300812,-247.602432;-123.04612,-322.300812,-247.602432;-64.129356,-322.300812,-268.476685;-64.129356,-322.300812,-268.476685;-64.129356,-267.518555,-273.277649;
-64.129356,-212.736282,-280.73764;-123.04612,-212.736282,-263.325073;-123.04612,-267.518555,-253.758881;-64.129356,-267.518555,-273.277649;-70.585487,-215.937332,-301.33667;-129.502258,-215.937332,-283.924133;-129.502258,-270.719604,-274.357941;-70.585487,-270.719604,-293.876678;-64.129356,-212.736282,-280.73764;-123.04612,-212.736282,-263.325073;-123.04612,-212.736282,-263.325073;-123.04612,-267.518555,-253.758881;-123.04612,-267.518555,-253.758881;-64.129356,-267.518555,-273.277649;-64.129356,-267.518555,-273.277649;-64.129356,-212.736282,-280.73764;
-64.129356,-157.954025,-290.413483;-123.04612,-157.954025,-275.732697;-123.04612,-212.736282,-263.325073;-64.129356,-212.736282,-280.73764;-69.758766,-162.12001,-311.082367;-128.675537,-162.12001,-296.401581;-128.675537,-216.902237,-283.993988;-69.758766,-216.902237,-301.406555;-64.129356,-157.954025,-290.413483;-123.04612,-157.954025,-275.732697;-123.04612,-157.954025,-275.732697;-123.04612,-212.736282,-263.325073;-123.04612,-212.736282,-263.325073;-64.129356,-212.736282,-280.73764;-64.129356,-212.736282,-280.73764;-64.129356,-157.954025,-290.413483;
-64.129356,-103.171761,-301.861969;-123.04612,-103.171761,-290.413483;-123.04612,-157.954025,-275.732697;-64.129356,-157.954025,-290.413483;-68.730736,-108.120415,-322.612549;-127.647514,-108.120415,-311.164063;-127.647514,-162.902695,-296.483276;-68.730736,-162.902695,-311.164063;-64.129356,-103.171761,-301.861969;-123.04612,-103.171761,-290.413483;-123.04612,-103.171761,-290.413483;-123.04612,-157.954025,-275.732697;-123.04612,-157.954025,-275.732697;-64.129356,-157.954025,-290.413483;-64.129356,-157.954025,-290.413483;-64.129356,-103.171761,-301.861969;
-64.129356,-48.389503,-314.639984;-123.04612,-48.389503,-306.799103;-123.04612,-103.171761,-290.413483;-64.129356,-103.171761,-301.861969;-67.539177,-53.933937,-335.469788;-126.455956,-53.933937,-327.628906;-126.455956,-108.716194,-311.243286;-67.539177,-108.716194,-322.691772;-64.129356,-48.389503,-314.639984;-123.04612,-48.389503,-306.799103;-123.04612,-48.389503,-306.799103;-123.04612,-103.171761,-290.413483;-123.04612,-103.171761,-290.413483;-64.129356,-103.171761,-301.861969;-64.129356,-103.171761,-301.861969;-64.129356,-48.389503,-314.639984;
-64.129356,61.175022,-342.411804;-123.04612,61.175022,-342.411804;-123.04612,-48.389503,-306.799103;-64.129356,-48.389503,-314.639984;-65.521477,55.123474,-363.332855;-124.438248,55.123474,-363.332855;-124.438248,-54.441048,-327.720154;-65.521477,-54.441048,-335.561005;-64.129356,61.175022,-342.411804;-123.04612,61.175022,-342.411804;-123.04612,61.175022,-342.411804;-123.04612,-48.389503,-306.799103;-123.04612,-48.389503,-306.799103;-64.129356,-48.389503,-314.639984;-64.129356,-48.389503,-314.639984;-64.129356,61.175022,-342.411804;
-64.129356,170.739548,-370.183655;-123.04612,170.739548,-378.024536;-123.04612,61.175022,-342.411804;-64.129356,61.175022,-342.411804;-62.737221,164.688004,-391.104675;-121.653992,164.688004,-398.945557;-121.653992,55.123474,-363.332855;-62.737221,55.123474,-363.332855;-64.129356,170.739548,-370.183655;-123.04612,170.739548,-378.024536;-123.04612,170.739548,-378.024536;-123.04612,61.175022,-342.411804;-123.04612,61.175022,-342.411804;-64.129356,61.175022,-342.411804;-64.129356,61.175022,-342.411804;-64.129356,170.739548,-370.183655;
-64.129356,225.52179,-382.961639;-123.04612,225.52179,-394.410156;-123.04612,170.739548,-378.024536;-64.129356,170.739548,-370.183655;-60.719505,219.977356,-403.791443;-119.636284,219.977356,-415.23996;-119.636284,165.195114,-398.85434;-60.719505,165.195114,-391.013458;-64.129356,225.52179,-382.961639;-123.04612,225.52179,-394.410156;-123.04612,225.52179,-394.410156;-123.04612,170.739548,-378.024536;-123.04612,170.739548,-378.024536;-64.129356,170.739548,-370.183655;-64.129356,170.739548,-370.183655;-64.129356,225.52179,-382.961639;
-64.129356,280.304077,-394.410156;-123.04612,280.304077,-409.090912;-123.04612,225.52179,-394.410156;-64.129356,225.52179,-382.961639;-59.527946,275.355408,-415.160736;-118.444725,275.355408,-429.841492;-118.444725,220.573135,-415.160736;-59.527946,220.573135,-403.71225;-64.129356,280.304077,-394.410156;-123.04612,280.304077,-409.090912;-123.04612,280.304077,-409.090912;-123.04612,225.52179,-394.410156;-123.04612,225.52179,-394.410156;-64.129356,225.52179,-382.961639;-64.129356,225.52179,-382.961639;-64.129356,280.304077,-394.410156;
-64.129356,335.086334,-404.085968;-123.04612,335.086334,-421.498535;-123.04612,280.304077,-409.090912;-64.129356,280.304077,-394.410156;-58.499931,330.92038,-424.754883;-117.416702,330.92038,-442.16745;-117.416702,276.138092,-429.759827;-58.499931,276.138092,-415.079041;-64.129356,335.086334,-404.085968;-123.04612,335.086334,-421.498535;-123.04612,335.086334,-421.498535;-123.04612,280.304077,-409.090912;-123.04612,280.304077,-409.090912;-64.129356,280.304077,-394.410156;-64.129356,280.304077,-394.410156;-64.129356,335.086334,-404.085968;
-64.129356,389.868591,-411.545959;-123.04612,389.868591,-431.064728;-123.04612,335.086334,-421.498535;-64.129356,335.086334,-404.085968;-57.67321,386.667542,-432.14502;-116.589981,386.667542,-451.663757;-116.589981,331.885284,-442.097565;-57.67321,331.885284,-424.685028;-64.129356,389.868591,-411.545959;-123.04612,389.868591,-431.064728;-123.04612,389.868591,-431.064728;-123.04612,335.086334,-421.498535;-123.04612,335.086334,-421.498535;-64.129356,335.086334,-404.085968;-64.129356,335.086334,-404.085968;-64.129356,389.868591,-411.545959;
-64.129356,444.650879,-416.346954;-123.04612,444.650879,-437.221161;-123.04612,389.868591,-431.064728;-64.129356,389.868591,-411.545959;-57.084129,442.595459,-436.899078;-116.000908,442.595459,-457.773285;-116.000908,387.813171,-451.616852;-57.084129,387.813171,-432.098083;-64.129356,444.650879,-416.346954;-123.04612,444.650879,-437.221161;-123.04612,444.650879,-437.221161;-123.04612,389.868591,-431.064728;-123.04612,389.868591,-431.064728;-64.129356,389.868591,-411.545959;-64.129356,389.868591,-411.545959;-64.129356,444.650879,-416.346954;
-64.129356,499.433136,-418.045776;-123.04612,499.433136,-439.399597;-123.04612,444.650879,-437.221161;-64.129356,444.650879,-416.346954;-56.771172,498.706573,-438.578125;-115.687935,498.706573,-459.931976;-115.687935,443.924255,-457.75354;-56.771172,443.924255,-436.879303;-64.129356,499.433136,-418.045776;-123.04612,499.433136,-439.399597;-123.04612,499.433136,-439.399597;-123.04612,444.650879,-437.221161;-123.04612,444.650879,-437.221161;-64.129356,444.650879,-416.346954;-64.129356,444.650879,-416.346954;-64.129356,499.433136,-418.045776;
-5.212579,-322.300812,-291.774994;-64.129356,-322.300812,-268.476685;-64.129356,-377.083038,-266.777863;-5.212579,-377.083038,-290.611511;-13.314904,-322.829987,-312.031372;-72.231651,-322.829987,-288.733093;-72.231651,-377.612213,-287.034271;-13.314904,-377.612213,-310.86792;-5.212579,-322.300812,-291.774994;-64.129356,-322.300812,-268.476685;-64.129356,-322.300812,-268.476685;-64.129356,-377.083038,-266.777863;-64.129356,-377.083038,-266.777863;-5.212579,-377.083038,-290.611511;-5.212579,-377.083038,-290.611511;-5.212579,-322.300812,-291.774994;
-5.212579,-267.518555,-295.06311;-64.129356,-267.518555,-273.277649;-64.129356,-322.300812,-268.476685;-5.212579,-322.300812,-291.774994;-12.992455,-269.019775,-315.397034;-71.909233,-269.019775,-293.611572;-71.909233,-323.802094,-288.810577;-12.992455,-323.802094,-312.108917;-5.212579,-267.518555,-295.06311;-64.129356,-267.518555,-273.277649;-64.129356,-267.518555,-273.277649;-64.129356,-322.300812,-268.476685;-64.129356,-322.300812,-268.476685;-5.212579,-322.300812,-291.774994;-5.212579,-322.300812,-291.774994;-5.212579,-267.518555,-295.06311;
-5.212579,-212.736282,-300.172302;-64.129356,-212.736282,-280.73764;-64.129356,-267.518555,-273.277649;-5.212579,-267.518555,-295.06311;-12.376626,-215.085648,-320.651703;-71.293373,-215.085648,-301.217041;-71.293373,-269.86792,-293.75705;-12.376626,-269.86792,-315.54248;-5.212579,-212.736282,-300.172302;-64.129356,-212.736282,-280.73764;-64.129356,-212.736282,-280.73764;-64.129356,-267.518555,-273.277649;-64.129356,-267.518555,-273.277649;-5.212579,-267.518555,-295.06311;-5.212579,-267.518555,-295.06311;-5.212579,-212.736282,-300.172302;
-5.212579,-157.954025,-306.799103;-64.129356,-157.954025,-290.413483;-64.129356,-212.736282,-280.73764;-5.212579,-212.736282,-300.172302;-11.496438,-161.0298,-327.470367;-70.4132,-161.0298,-311.084717;-70.4132,-215.812027,-301.408905;-11.496438,-215.812027,-320.843567;-5.212579,-157.954025,-306.799103;-64.129356,-157.954025,-290.413483;-64.129356,-157.954025,-290.413483;-64.129356,-212.736282,-280.73764;-64.129356,-212.736282,-280.73764;-5.212579,-212.736282,-300.172302;-5.212579,-212.736282,-300.172302;-5.212579,-157.954025,-306.799103;
-5.212579,-103.171761,-314.639984;-64.129356,-103.171761,-301.861969;-64.129356,-157.954025,-290.413483;-5.212579,-157.954025,-306.799103;-10.380639,-106.848,-335.521179;-69.297432,-106.848,-322.743164;-69.297432,-161.630295,-311.294678;-10.380639,-161.630295,-327.680328;-5.212579,-103.171761,-314.639984;-64.129356,-103.171761,-301.861969;-64.129356,-103.171761,-301.861969;-64.129356,-157.954025,-290.413483;-64.129356,-157.954025,-290.413483;-5.212579,-157.954025,-306.799103;-5.212579,-157.954025,-306.799103;-5.212579,-103.171761,-314.639984;
-5.212579,-48.389503,-323.391388;-64.129356,-48.389503,-314.639984;-64.129356,-103.171761,-301.861969;-5.212579,-103.171761,-314.639984;-9.063653,-52.531227,-344.468964;-67.980446,-52.531227,-335.717529;-67.980446,-107.313499,-322.939545;-9.063653,-107.313499,-335.717529;-5.212579,-48.389503,-323.391388;-64.129356,-48.389503,-314.639984;-64.129356,-48.389503,-314.639984;-64.129356,-103.171761,-301.861969;-64.129356,-103.171761,-301.861969;-5.212579,-103.171761,-314.639984;-5.212579,-103.171761,-314.639984;-5.212579,-48.389503,-323.391388;
-5.212579,61.175022,-342.411804;-64.129356,61.175022,-342.411804;-64.129356,-48.389503,-314.639984;-5.212579,-48.389503,-323.391388;-6.793466,56.629681,-363.697723;-65.710228,56.629681,-363.697723;-65.710228,-52.934853,-335.925873;-6.793466,-52.934853,-344.677277;-5.212579,61.175022,-342.411804;-64.129356,61.175022,-342.411804;-64.129356,61.175022,-342.411804;-64.129356,-48.389503,-314.639984;-64.129356,-48.389503,-314.639984;-5.212579,-48.389503,-323.391388;-5.212579,-48.389503,-323.391388;-5.212579,61.175022,-342.411804;
-5.212579,170.739548,-361.432251;-64.129356,170.739548,-370.183655;-64.129356,61.175022,-342.411804;-5.212579,61.175022,-342.411804;-3.631692,166.194199,-382.71814;-62.548454,166.194199,-391.469543;-62.548454,56.629684,-363.697723;-3.631692,56.629684,-363.697723;-5.212579,170.739548,-361.432251;-64.129356,170.739548,-370.183655;-64.129356,170.739548,-370.183655;-64.129356,61.175022,-342.411804;-64.129356,61.175022,-342.411804;-5.212579,61.175022,-342.411804;-5.212579,61.175022,-342.411804;-5.212579,170.739548,-361.432251;
-5.212579,225.52179,-370.183655;-64.129356,225.52179,-382.961639;-64.129356,170.739548,-370.183655;-5.212579,170.739548,-361.432251;-1.361505,221.380066,-391.26123;-60.278252,221.380066,-404.039215;-60.278252,166.597794,-391.26123;-1.361505,166.597794,-382.509796;-5.212579,225.52179,-370.183655;-64.129356,225.52179,-382.961639;-64.129356,225.52179,-382.961639;-64.129356,170.739548,-370.183655;-64.129356,170.739548,-370.183655;-5.212579,170.739548,-361.432251;-5.212579,170.739548,-361.432251;-5.212579,225.52179,-370.183655;
-5.212579,280.304077,-378.024536;-64.129356,280.304077,-394.410156;-64.129356,225.52179,-382.961639;-5.212579,225.52179,-370.183655;-0.044519,276.627808,-398.905731;-58.961296,276.627808,-415.291351;-58.961296,221.845566,-403.842865;-0.044519,221.845566,-391.06485;-5.212579,280.304077,-378.024536;-64.129356,280.304077,-394.410156;-64.129356,280.304077,-394.410156;-64.129356,225.52179,-382.961639;-64.129356,225.52179,-382.961639;-5.212579,225.52179,-370.183655;-5.212579,225.52179,-370.183655;-5.212579,280.304077,-378.024536;
-5.212579,335.086334,-384.651306;-64.129356,335.086334,-404.085968;-64.129356,280.304077,-394.410156;-5.212579,280.304077,-378.024536;1.07128,332.01059,-405.322571;-57.845482,332.01059,-424.757263;-57.845482,277.228302,-415.081421;1.07128,277.228302,-398.695801;-5.212579,335.086334,-384.651306;-64.129356,335.086334,-404.085968;-64.129356,335.086334,-404.085968;-64.129356,280.304077,-394.410156;-64.129356,280.304077,-394.410156;-5.212579,280.304077,-378.024536;-5.212579,280.304077,-378.024536;-5.212579,335.086334,-384.651306;
-5.212579,389.868591,-389.760529;-64.129356,389.868591,-411.545959;-64.129356,335.086334,-404.085968;-5.212579,335.086334,-384.651306;1.951468,387.519226,-410.239929;-56.965324,387.519226,-432.02536;-56.965324,332.736969,-424.565369;1.951468,332.736969,-405.130707;-5.212579,389.868591,-389.760529;-64.129356,389.868591,-411.545959;-64.129356,389.868591,-411.545959;-64.129356,335.086334,-404.085968;-64.129356,335.086334,-404.085968;-5.212579,335.086334,-384.651306;-5.212579,335.086334,-384.651306;-5.212579,389.868591,-389.760529;
-5.212579,444.650879,-393.048615;-64.129356,444.650879,-416.346954;-64.129356,389.868591,-411.545959;-5.212579,389.868591,-389.760529;2.567298,443.149628,-413.382538;-56.34948,443.149628,-436.680878;-56.34948,388.367371,-431.879883;2.567298,388.367371,-410.094452;-5.212579,444.650879,-393.048615;-64.129356,444.650879,-416.346954;-64.129356,444.650879,-416.346954;-64.129356,389.868591,-411.545959;-64.129356,389.868591,-411.545959;-5.212579,389.868591,-389.760529;-5.212579,389.868591,-389.760529;-5.212579,444.650879,-393.048615;
-5.212579,499.433136,-394.212097;-64.129356,499.433136,-418.045776;-64.129356,444.650879,-416.346954;-5.212579,444.650879,-393.048615;2.889746,498.903961,-414.468506;-56.027046,498.903961,-438.302155;-56.027046,444.121704,-436.603333;2.889746,444.121704,-413.305023;-5.212579,499.433136,-394.212097;-64.129356,499.433136,-418.045776;-64.129356,499.433136,-418.045776;-64.129356,444.650879,-416.346954;-64.129356,444.650879,-416.346954;-5.212579,444.650879,-393.048615;-5.212579,444.650879,-393.048615;-5.212579,499.433136,-394.212097;
112.620949,-322.300812,-342.411804;-5.212579,-322.300812,-291.774994;-5.212579,-377.083038,-290.611511;112.620949,-377.083038,-342.411804;103.921852,-322.513306,-362.425049;-13.911691,-322.513306,-311.788208;-13.911691,-377.295532,-310.624756;103.921852,-377.295532,-362.425049;112.620949,-322.300812,-342.411804;-5.212579,-322.300812,-291.774994;-5.212579,-322.300812,-291.774994;-5.212579,-377.083038,-290.611511;-5.212579,-377.083038,-290.611511;112.620949,-377.083038,-342.411804;112.620949,-377.083038,-342.411804;112.620949,-322.300812,-342.411804;
112.620949,-267.518555,-342.411804;-5.212579,-267.518555,-295.06311;-5.212579,-322.300812,-291.774994;112.620949,-322.300812,-342.411804;104.245888,-268.123047,-362.55484;-13.58764,-268.123047,-315.206116;-13.58764,-322.905334,-311.91803;104.245888,-322.905334,-362.55484;112.620949,-267.518555,-342.411804;-5.212579,-267.518555,-295.06311;-5.212579,-267.518555,-295.06311;-5.212579,-322.300812,-291.774994;-5.212579,-322.300812,-291.774994;112.620949,-322.300812,-342.411804;112.620949,-322.300812,-342.411804;112.620949,-267.518555,-342.411804;
112.620949,-212.736282,-342.411804;-5.212579,-212.736282,-300.172302;-5.212579,-267.518555,-295.06311;112.620949,-267.518555,-342.411804;104.873726,-213.6866,-362.791351;-12.959817,-213.6866,-320.551849;-12.959817,-268.468872,-315.442657;104.873726,-268.468872,-362.791351;112.620949,-212.736282,-342.411804;-5.212579,-212.736282,-300.172302;-5.212579,-212.736282,-300.172302;-5.212579,-267.518555,-295.06311;-5.212579,-267.518555,-295.06311;112.620949,-267.518555,-342.411804;112.620949,-267.518555,-342.411804;112.620949,-212.736282,-342.411804;
112.620949,-157.954025,-342.411804;-5.212579,-157.954025,-306.799103;-5.212579,-212.736282,-300.172302;112.620949,-212.736282,-342.411804;105.786842,-159.205276,-363.099426;-12.046716,-159.205276,-327.486725;-12.046716,-213.987534,-320.859924;105.786842,-213.987534,-363.099426;112.620949,-157.954025,-342.411804;-5.212579,-157.954025,-306.799103;-5.212579,-157.954025,-306.799103;-5.212579,-212.736282,-300.172302;-5.212579,-212.736282,-300.172302;112.620949,-212.736282,-342.411804;112.620949,-212.736282,-342.411804;112.620949,-157.954025,-342.411804;
112.620949,-103.171761,-342.411804;-5.212579,-103.171761,-314.639984;-5.212579,-157.954025,-306.799103;112.620949,-157.954025,-342.411804;106.966408,-104.676323,-363.435883;-10.86715,-104.676323,-335.664032;-10.86715,-159.458603,-327.823151;106.966408,-159.458603,-363.435883;112.620949,-103.171761,-342.411804;-5.212579,-103.171761,-314.639984;-5.212579,-103.171761,-314.639984;-5.212579,-157.954025,-306.799103;-5.212579,-157.954025,-306.799103;112.620949,-157.954025,-342.411804;112.620949,-157.954025,-342.411804;112.620949,-103.171761,-342.411804;
112.620949,-48.389503,-342.411804;-5.212579,-48.389503,-323.391388;-5.212579,-103.171761,-314.639984;112.620949,-103.171761,-342.411804;108.383858,-50.094002,-363.751709;-9.449685,-50.094002,-344.731293;-9.449685,-104.876274,-335.979858;108.383858,-104.876274,-363.751709;112.620949,-48.389503,-342.411804;-5.212579,-48.389503,-323.391388;-5.212579,-48.389503,-323.391388;-5.212579,-103.171761,-314.639984;-5.212579,-103.171761,-314.639984;112.620949,-103.171761,-342.411804;112.620949,-103.171761,-342.411804;112.620949,-48.389503,-342.411804;
112.620949,61.175022,-342.411804;-5.212579,61.175022,-342.411804;-5.212579,-48.389503,-323.391388;112.620949,-48.389503,-342.411804;110.871895,59.293938,-364.083252;-6.961648,59.293938,-364.083252;-6.961648,-50.270592,-345.062805;110.871895,-50.270592,-364.083252;112.620949,61.175022,-342.411804;-5.212579,61.175022,-342.411804;-5.212579,61.175022,-342.411804;-5.212579,-48.389503,-323.391388;-5.212579,-48.389503,-323.391388;112.620949,-48.389503,-342.411804;112.620949,-48.389503,-342.411804;112.620949,61.175022,-342.411804;
112.620949,170.739548,-342.411804;-5.212579,170.739548,-361.432251;-5.212579,61.175022,-342.411804;112.620949,61.175022,-342.411804;114.370033,168.858459,-364.083252;-3.46351,168.858459,-383.103668;-3.46351,59.293938,-364.083252;114.370033,59.293938,-364.083252;112.620949,170.739548,-342.411804;-5.212579,170.739548,-361.432251;-5.212579,170.739548,-361.432251;-5.212579,61.175022,-342.411804;-5.212579,61.175022,-342.411804;112.620949,61.175022,-342.411804;112.620949,61.175022,-342.411804;112.620949,170.739548,-342.411804;
112.620949,225.52179,-342.411804;-5.212579,225.52179,-370.183655;-5.212579,170.739548,-361.432251;112.620949,170.739548,-342.411804;116.85807,223.817291,-363.751709;-0.975473,223.817291,-391.523529;-0.975473,169.035019,-382.772125;116.85807,169.035019,-363.751709;112.620949,225.52179,-342.411804;-5.212579,225.52179,-370.183655;-5.212579,225.52179,-370.183655;-5.212579,170.739548,-361.432251;-5.212579,170.739548,-361.432251;112.620949,170.739548,-342.411804;112.620949,170.739548,-342.411804;112.620949,225.52179,-342.411804;
112.620949,280.304077,-342.411804;-5.212579,280.304077,-378.024536;-5.212579,225.52179,-370.183655;112.620949,225.52179,-342.411804;118.275551,278.7995,-363.435883;0.441992,278.7995,-399.048584;0.441992,224.017242,-391.207703;118.275551,224.017242,-363.435883;112.620949,280.304077,-342.411804;-5.212579,280.304077,-378.024536;-5.212579,280.304077,-378.024536;-5.212579,225.52179,-370.183655;-5.212579,225.52179,-370.183655;112.620949,225.52179,-342.411804;112.620949,225.52179,-342.411804;112.620949,280.304077,-342.411804;
112.620949,335.086334,-342.411804;-5.212579,335.086334,-384.651306;-5.212579,280.304077,-378.024536;112.620949,280.304077,-342.411804;119.455116,333.835083,-363.099426;1.621558,333.835083,-405.338928;1.621558,279.052826,-398.712158;119.455116,279.052826,-363.099426;112.620949,335.086334,-342.411804;-5.212579,335.086334,-384.651306;-5.212579,335.086334,-384.651306;-5.212579,280.304077,-378.024536;-5.212579,280.304077,-378.024536;112.620949,280.304077,-342.411804;112.620949,280.304077,-342.411804;112.620949,335.086334,-342.411804;
112.620949,389.868591,-342.411804;-5.212579,389.868591,-389.760529;-5.212579,335.086334,-384.651306;112.620949,335.086334,-342.411804;120.368202,388.918274,-362.791351;2.534659,388.918274,-410.140076;2.534659,334.136017,-405.030853;120.368202,334.136017,-362.791351;112.620949,389.868591,-342.411804;-5.212579,389.868591,-389.760529;-5.212579,389.868591,-389.760529;-5.212579,335.086334,-384.651306;-5.212579,335.086334,-384.651306;112.620949,335.086334,-342.411804;112.620949,335.086334,-342.411804;112.620949,389.868591,-342.411804;
112.620949,444.650879,-342.411804;-5.212579,444.650879,-393.048615;-5.212579,389.868591,-389.760529;112.620949,389.868591,-342.411804;120.99601,444.046326,-362.55484;3.162482,444.046326,-413.19165;3.162482,389.264069,-409.903564;120.99601,389.264069,-362.55484;112.620949,444.650879,-342.411804;-5.212579,444.650879,-393.048615;-5.212579,444.650879,-393.048615;-5.212579,389.868591,-389.760529;-5.212579,389.868591,-389.760529;112.620949,389.868591,-342.411804;112.620949,389.868591,-342.411804;112.620949,444.650879,-342.411804;
112.620949,499.433136,-342.411804;-5.212579,499.433136,-394.212097;-5.212579,444.650879,-393.048615;112.620949,444.650879,-342.411804;121.320076,499.220642,-362.425049;3.486533,499.220642,-414.225311;3.486533,444.438324,-413.061829;121.320076,444.438324,-362.425049;112.620949,499.433136,-342.411804;-5.212579,499.433136,-394.212097;-5.212579,499.433136,-394.212097;-5.212579,444.650879,-393.048615;-5.212579,444.650879,-393.048615;112.620949,444.650879,-342.411804;112.620949,444.650879,-342.411804;112.620949,499.433136,-342.411804;
230.454498,-322.300812,-393.048615;112.620949,-322.300812,-342.411804;112.620949,-377.083038,-342.411804;230.454498,-377.083038,-394.212097;221.755341,-322.088318,-413.061859;103.921852,-322.088318,-362.425049;103.921852,-376.870544,-362.425049;221.755341,-376.870544,-414.225342;230.454498,-322.300812,-393.048615;112.620949,-322.300812,-342.411804;112.620949,-322.300812,-342.411804;112.620949,-377.083038,-342.411804;112.620949,-377.083038,-342.411804;230.454498,-377.083038,-394.212097;230.454498,-377.083038,-394.212097;230.454498,-322.300812,-393.048615;
